UserId,ItemId
217,110 1732 682 2774 937 2077 254 267 1303 271 1072 1633 1851 1087 1655 2185 1531 1638 991 34 1347 564 2167 939 925 709 1678 1941 978 48 21 1843 2617 815 744 2053 276 528 2264 985 3125 1283 2147 1821 1108 378 2423 1086 3077 1094
218,295 2440 2054 973 2128 2513 1523 139 1146 38 610 1635 930 3193 1851 175 1732 2362 974 315 2107 1540 95 454 2158 1119 1765 284 1780 482 274 1524 804 638 2461 1386 1229 71 86 2632 1921 3125 1596 1796 634 559 1293 2222 2191 3041
219,648 446 460 87 1145 94 2288 2739 2253 1251 1340 2244 1426 122 129 1906 3166 542 1548 207 145 775 2136 1856 2461 83 2446 0 1358 979 2297 22 2171 2694 614 165 1925 2476 2979 2804 256 1661 2642 2618 66 719 85 2764 1339 152
220,3017 2677 1135 2654 754 1464 2896 63 1771 627 42 58 229 3030 3110 194 2628 901 786 1415 2394 2982 232 2805 240 638 902 1093 2006 2937 1680 257 3139 1893 3101 1925 82 204 856 615 1873 823 2124 516 2612 459 592 8 2725 1392
221,414 1079 168 286 1814 262 1318 3125 342 450 254 1404 1604 1257 2749 1092 680 1717 775 683 716 745 690 86 2053 1745 2515 328 2039 1950 938 6 197 914 449 245 960 558 1010 485 2091 983 1545 5 2531 1672 1288 1102 1204 2022
222,429 2636 928 805 150 1576 1369 964 46 2719 990 598 50 2297 1041 1965 1237 38 1555 1191 2452 1563 1828 2046 2546 1238 709 1247 838 989 1171 856 2721 822 1061 1944 2278 1406 1227 900 64 242 750 3052 1540 2710 1286 2288 814 1831
223,698 2 0 1596 759 4 1604 21 3189 716 1524 44 1701 408 1709 979 680 437 1042 76 139 129 544 2525 2079 1243 254 507 279 2227 763 1738 380 94 1106 467 2298 1622 282 2445 250 1540 705 414 494 1817 1876 122 151 1065
224,2946 495 1091 939 595 449 648 1964 21 1752 1879 517 761 1220 2264 3185 1826 2844 2279 324 372 529 2023 4 104 3048 276 1892 1383 136 2300 86 1047 564 53 52 675 543 499 746 1565 1550 1164 1430 2503 83 385 844 754 2760
225,1273 2619 1959 2706 88 1869 22 2279 2276 1395 2526 1851 86 639 1158 1384 1044 5 213 421 1371 976 1110 191 2383 1596 168 1574 198 357 122 1042 170 233 478 1293 1707 1418 1524 2476 2326 231 70 2946 1394 92 82 2803 51 2694
226,496 2887 87 1201 1734 232 1193 973 1178 694 249 2946 2200 2207 173 1586 66 2772 166 2214 1148 1904 866 2257 1535 302 2279 2013 634 2971 22 2177 1496 2219 89 448 2960 309 1569 2567 2748 529 1658 1373 1371 1036 1908 1298 3198 2821
227,1448 21 1814 1036 2200 4 38 3023 2812 2233 890 2445 2289 3050 639 349 232 1368 1475 1212 1088 87 886 1648 530 909 139 1186 1110 213 1744 443 1380 348 1679 305 979 1343 2136 1701 341 2709 1535 1240 942 687 1531 32 2232 1331
228,39 939 535 2220 166 2204 518 1077 38 73 621 1070 2601 919 1586 282 2498 897 1287 1709 2026 1650 2028 477 1285 189 1535 2440 362 1796 1814 2780 2781 172 115 659 2412 2158 1084 1955 1164 1892 491 1284 1283 3077 1531 134 534 3096
229,1448 46 352 1154 2987 1405 3011 1014 341 1726 1475 673 1501 3056 244 1679 3049 1458 12 554 537 1709 740 2742 115 121 2652 2705 1243 88 125 1277 2928 370 765 2137 151 167 176 177 179 1174 854 206 302 1713 798 2294 304 602
230,832 71 3125 1416 388 1512 2786 242 543 473 273 414 2276 2837 889 1103 1424 1294 554 1258 1847 2184 823 2072 1833 1274 680 197 2251 50 1250 315 145 1236 394 1493 3126 1995 198 134 1414 1003 608 2135 503 870 434 20 2115 79
231,1227 2652 102 2023 554 939 64 271 1819 902 427 1852 750 729 1190 415 2276 1171 346 3085 2137 2150 597 410 2926 1817 1283 2636 229 166 1683 2574 429 831 697 1558 1166 53 279 481 2647 758 2545 2211 900 781 115 394 953 2394
232,3045 2572 2469 2013 2207 2077 1941 2303 2204 2488 1798 2647 1732 1689 358 48 1471 166 731 866 695 893 939 962 2959 989 50 1297 58 1097 1035 991 1408 1906 397 1535 499 6 3020 3096 2760 194 2135 2630 1800 2782 678 99 728 2021
233,1658 1739 2013 1358 1907 0 2030 2867 76 83 173 2881 134 694 1687 2294 2650 374 2710 1710 2232 3185 912 720 663 1171 279 2769 991 2207 1250 758 67 66 2273 1068 21 2461 1440 1631 837 1524 122 3050 2942 908 1902 1603 2267 2050
234,427 566 95 8 2418 397 3011 721 963 2136 2644 1876 1063 697 1469 1964 3138 2882 1111 1735 88 338 1939 58 752 1563 3014 2071 91 1490 1171 173 1101 358 474 2390 2841 468 2769 924 1366 2634 2189 1834 436 2358 1687 584 577 87
235,88 16 513 580 565 494 2419 435 372 315 278 46 3104 45 86 51 3106 82 107 1418 1668 2910 898 881 205 411 89 2049 2685 93 1833 170 990 816 1052 1091 1574 2119 163 1042 449 2023 693 2908 165 1464 723 241 260 382
236,537 2632 1588 41 2774 1960 1911 2461 39 1780 805 1683 2411 2452 2114 962 2251 2636 1054 1540 2143 991 1174 921 2910 2220 18 2564 1348 1441 1593 92 2375 1559 306 993 1964 1510 1198 593 3104 45 1400 3061 115 83 60 1828 621 943
237,1523 545 1068 466 38 694 60 86 1439 1506 51 1346 1201 1845 282 1285 2632 2054 1154 1814 334 1288 536 2721 403 448 817 1630 1441 1480 1043 928 1948 934 663 1106 997 2539 11 1941 3048 850 1108 2674 2720 558 1658 2780 2498 1962
238,1438 2901 1717 330 1598 339 1582 346 350 1558 1551 362 1512 308 2979 1416 1404 1377 394 1369 1003 3122 481 990 3091 2058 2667 2562 2779 2539 142 155 2499 2368 2285 2135 2117 590 2046 2038 248 2837 2006 262 1944 1912 2854 1881 1825 1079
239,151 2326 382 2301 1106 485 2008 2300 291 1906 698 315 636 1169 1092 557 411 327 1631 353 34 2375 23 682 874 1545 1603 2850 2603 2294 1 2719 1041 4 357 747 1320 2787 458 1116 93 1818 943 2147 1835 1782 876 479 242 435
240,949 2174 2385 814 2510 34 862 951 1898 1079 641 683 3107 1181 165 1469 328 1051 2452 50 502 625 989 2297 1724 1174 1768 874 145 1120 902 800 962 2285 3061 1683 1592 20 2792 1852 1015 867 155 1772 719 709 915 1095 1878 975
241,447 495 897 38 2207 51 2190 536 362 326 2469 91 1798 1845 282 939 659 271 115 1084 764 466 2035 1654 403 166 499 352 1475 189 3129 1941 252 449 2725 716 1731 2519 1287 2332 512 2873 244 1176 1450 2555 63 2742 331 53
242,715 244 1545 2627 2197 341 2036 2030 2370 362 1534 1536 3061 1155 152 27 2257 2583 2632 1448 2959 3064 1270 279 2393 1243 1991 886 2622 1439 1424 1416 915 1469 651 347 592 239 3069 3002 1963 800 1811 53 181 657 2531 1617 3136 3108
243,1579 2837 28 134 949 2735 761 572 2720 907 2191 2213 1321 1144 1524 1097 720 6 2994 478 546 1320 1 558 888 910 205 347 1045 1065 1521 2052 567 2632 356 509 2029 51 716 2962 1635 70 87 1564 2403 144 2158 2362 518 44
244,93 412 448 3174 315 386 3188 375 526 17 674 698 23 749 39 288 88 85 2229 2065 1892 67 1870 1701 213 2741 1660 54 2816 1278 2034 1683 94 2257 2819 817 271 1733 2023 1498 229 354 757 1204 435 1520 90 2746 198 3166
245,2318 2767 1429 738 1402 30 754 1321 2271 2313 3153 790 902 40 1232 2390 63 1062 56 1164 1584 206 1747 257 278 326 659 1647 2981 411 1550 1525 601 642 170 1464 58 1238 1971 2716 873 510 1409 2622 3030 11 690 740 46 627
246,58 1483 2901 2129 923 69 1775 1415 1342 939 856 1329 1500 928 1965 2082 1542 2196 2950 1086 2848 637 814 2757 1117 1413 2202 695 200 1176 1581 1540 210 3001 2203 90 1093 1598 764 150 1481 1977 290 390 702 2573 2296 2038 1713 1533
247,693 996 7 4 1224 0 2034 1017 17 938 1351 1498 1710 1978 2411 93 191 233 2650 2557 2461 1981 3104 415 2313 497 2044 432 951 1754 386 1464 288 88 1454 1248 622 411 1497 272 2570 92 979 1355 811 58 957 94 2942 993
248,2709 1422 256 2760 2706 2151 21 866 1036 716 949 2389 1727 2488 1288 2284 2609 2269 997 989 2204 1524 300 11 2026 2468 1948 3068 1798 1906 1954 1978 973 663 437 1255 2383 295 1211 1960 95 73 2781 2930 156 348 2220 86 1453 1873
249,1383 2000 2264 978 815 716 705 2632 1 1635 1596 877 166 362 295 1718 1042 167 2821 447 21 2393 175 2389 72 549 1220 314 536 2279 145 481 854 413 1732 579 92 535 923 271 2 2760 608 559 866 638 1510 546 1523 1347
250,2685 716 1959 2988 83 2279 2300 2419 2946 621 2706 1892 2445 535 950 1879 1044 182 939 1373 517 1631 1314 817 634 39 213 346 1368 2257 837 1174 1734 317 2284 1532 1336 27 21 481 2220 1709 438 2393 1036 3048 2230 2694 947 1907
251,1041 734 1848 174 1424 535 610 1674 2362 1090 1985 1787 23 926 21 1523 2135 532 2523 1709 2859 6 570 64 558 2115 2787 466 213 370 2871 592 1287 1798 321 34 1383 1070 134 2079 877 1270 1892 608 1187 761 2408 1369 989 2
252,244 87 1559 411 1259 1879 649 2719 800 1963 1520 526 174 979 715 3064 460 598 99 1404 1294 46 1991 1512 217 477 7 557 1595 820 1456 1971 1472 2488 861 738 259 21 990 1868 965 242 1243 2843 2278 673 331 1717 335 1908
253,2077 403 2135 1655 2901 1821 1921 2384 326 1074 466 705 903 877 2054 115 1742 2882 1084 2959 1039 481 1043 2572 3005 1124 2190 1848 2774 1451 412 499 1108 1347 447 536 962 126 277 655 1441 558 3069 2524 1052 2264 2727 252 358 682
254,870 1870 1655 2264 1891 519 3188 779 2284 2034 291 1732 2178 279 709 1568 412 2787 1258 2362 2135 1077 1959 1979 382 2408 776 2185 2184 634 481 1395 1635 1758 2006 1371 1073 2813 597 2279 1087 565 682 2128 0 1599 23 1603 271 2754
255,4 87 411 2646 1647 503 21 1316 2035 915 1043 2159 1936 63 2555 2394 30 1259 1426 217 2248 3181 2197 686 66 61 127 187 959 931 891 649 206 1095 427 143 546 2309 1229 2423 315 1082 1358 46 1582 3032 694 1937 1775 902
256,1332 155 477 1728 1533 862 3041 326 1276 684 366 206 2319 3141 1319 2278 20 902 338 1169 2176 242 2271 2306 1156 411 1399 523 1366 712 924 2254 2394 1525 2324 1720 2028 2390 3054 377 3125 2622 1550 790 2410 2511 1242 2950 719 957
257,2445 139 2812 1658 1523 1110 2273 21 2875 970 172 716 761 775 2942 1678 6 95 1339 1540 950 86 2946 256 218 2362 2830 979 518 2114 1679 395 2702 245 380 1565 3063 7 3182 5 2230 1709 1536 97 4 76 991 1524 1336 869
258,83 648 1921 1959 1424 854 2636 1383 2264 2632 2251 1819 443 102 1607 92 1674 1677 1288 536 2128 1287 198 2143 1139 151 3141 21 595 680 2 165 2774 925 253 2513 1041 71 370 1940 1189 175 2921 608 1534 1294 2458 2306 2440 1339
259,523 521 1135 1176 695 1486 2202 640 631 2624 3118 1128 208 3138 3082 1331 2061 1392 9 1450 2063 546 1775 2432 963 886 1001 1063 2506 1811 378 380 2530 2291 1525 87 2545 2271 786 777 1533 1530 2572 1109 43 225 2406 893 2439 2887
260,610 1084 437 705 2035 211 1171 1901 1021 2824 1383 334 528 1211 1839 2515 545 536 973 2400 2227 481 2022 1679 848 2264 1042 2195 2190 2691 0 91 166 1255 1926 1798 1250 1883 443 2603 3114 2130 95 2525 621 279 2617 2230 414 175
261,151 1642 876 890 2452 2650 2652 2001 526 517 449 448 1395 361 2908 81 2941 1815 1497 1358 1745 160 965 1081 775 2564 182 85 565 2313 294 145 874 1592 1238 2022 672 837 1165 9 690 186 86 3011 2475 805 1034 143 1964 213
262,1238 805 2510 477 38 2660 636 502 3048 2774 705 340 2452 648 1318 3032 1855 549 437 827 1149 579 187 2782 467 1194 168 1041 394 3091 1189 2523 1828 1032 622 3036 2200 672 2207 922 1185 988 1377 1535 2022 1298 2745 1255 485 534
263,1395 1275 461 723 697 93 2685 82 776 978 79 39 1656 2394 1220 874 165 271 2528 354 213 1347 268 185 903 1843 983 1732 1554 175 1021 44 2128 253 1052 1741 247 1198 1848 754 1287 449 1418 308 1043 88 2557 2907 412 2185
264,1535 2547 3050 421 341 552 1754 91 663 59 3188 443 2603 86 2238 2292 229 186 2821 2476 43 95 1367 109 97 28 1566 404 1827 205 3 875 82 1358 1780 58 1600 2100 495 160 2008 169 1563 1787 1927 238 306 2696 450 1938
265,1284 593 2930 2251 1732 2774 1586 1532 2544 1832 1677 1288 102 1171 1318 2445 1523 1738 1018 1834 1371 134 1852 1084 1908 1053 38 1734 3048 1958 1989 176 2039 648 1383 1901 886 1068 1045 21 636 1227 6 1032 962 1360 1810 595 545 467
266,308 669 870 2511 822 922 2683 151 634 959 1039 3125 591 174 175 2129 1169 291 429 1848 268 354 253 1523 2719 187 1201 181 1555 1891 3162 1459 53 38 1369 3061 682 1103 20 1704 1511 2085 1492 412 2352 772 448 2135 2054 82
267,2148 1436 1017 2047 3011 1951 101 3056 689 311 1490 460 86 3139 81 1206 1964 1283 1056 273 167 3150 2186 752 1203 2841 272 1553 1232 1342 170 257 361 21 3185 2582 163 82 341 818 1483 2173 2802 1834 2110 2830 2143 428 559 740
268,1703 1486 208 2767 598 56 546 786 2136 3034 850 1243 501 2852 1860 2 1876 1883 1550 2442 1111 2432 1588 239 585 1128 1297 516 2545 643 282 3076 326 2939 640 2695 83 185 3052 1872 323 3149 235 1921 22 115 2030 2582 431 905
269,1661 1090 2445 2593 2515 23 42 1365 1421 567 1429 2526 2580 1084 2452 605 1477 909 330 837 2524 2692 1959 2306 3112 191 928 1065 2803 3042 1111 869 535 1121 1043 1009 1680 279 1148 104 991 2901 291 144 2663 2193 1825 950 603 765
270,2709 1535 1904 1908 6 282 1380 21 2930 827 38 2909 2813 973 2632 1255 2442 528 87 578 1814 1734 1084 1448 1371 1531 437 2488 1439 2362 76 1709 183 414 716 989 1036 2821 1687 275 67 1938 866 115 370 1201 705 1523 1383 454
271,2611 2642 535 1631 1426 2476 950 61 1077 997 273 2612 1174 709 357 1467 2253 1171 1368 411 1474 409 2413 1661 257 2867 993 2570 685 1314 1586 1382 4 2710 970 50 1144 1167 768 1833 92 106 446 1925 2694 874 93 1892 2300 382
272,63 358 338 326 3100 539 20 1366 2896 1525 1775 1922 2611 1703 1399 2239 206 1062 1671 2176 1544 754 530 1981 174 2588 191 1576 2716 3050 963 2981 1171 81 695 666 910 2530 1450 498 11 378 1436 516 1771 2386 1572 1556 642 990
273,211 1732 0 1 1734 28 1780 1936 1148 1959 1135 2026 1060 65 866 635 815 3020 437 2289 610 2515 2498 705 744 2440 2412 2389 2384 1787 1657 3096 655 3048 856 290 549 282 3114 848 1674 3181 767 978 487 1798 456 1782 1814 2749
274,1710 1586 6 51 134 1622 716 38 1908 259 3130 2022 282 1898 32 1336 2488 1068 1106 244 2 1709 1876 1610 3118 2908 1834 2415 331 341 2526 1251 3068 2044 1178 535 1288 2204 1097 1386 3034 136 450 1668 122 1044 516 1171 163 198
275,107 2186 649 32 2452 1166 448 1964 544 460 1551 210 477 1369 1041 535 3012 489 177 82 2143 99 393 1415 2130 2082 3197 2440 922 115 411 1835 1252 900 518 727 1421 488 2115 2999 179 2412 1850 174 315 2892 1346 1892 387 1845
276,20 2423 2476 411 151 1665 1603 819 87 83 1661 1493 104 232 1097 1189 150 155 756 1959 1799 374 723 1876 1399 909 259 27 1004 21 1635 2013 1383 3085 2837 662 85 1525 2375 2971 0 784 253 1285 1148 1866 636 926 2597 502
277,1964 2408 1045 1035 947 922 1605 2727 860 12 2245 1722 3177 351 61 264 2603 1832 997 1631 276 962 2965 552 1700 1108 1087 101 338 2100 2960 3113 102 137 739 970 370 2954 176 2896 2376 2618 39 1346 395 1165 939 708 1448 1378
278,448 1417 2946 604 85 382 1036 234 357 2185 1701 1220 2211 877 295 549 1034 2331 2709 3061 2760 1523 1010 1133 2960 1582 1042 514 1531 1722 2054 1491 3053 1079 1043 1044 32 612 539 997 2706 3063 417 2885 1270 1018 674 2813 2378 669
279,39 415 233 2448 2642 3185 354 2387 2213 357 394 2684 1239 1550 565 2195 1414 1065 1310 922 3125 1130 838 107 1915 2376 2907 3105 93 186 868 1033 86 82 21 81 273 346 709 2100 1470 1041 422 2375 1198 761 151 2746 621 1042
280,648 1077 877 1073 2498 697 1383 1656 2523 1171 2774 1718 2781 610 1287 663 502 1596 549 2564 2760 295 1568 1523 2279 1717 1072 2197 1766 1185 1901 1532 862 34 1768 2269 1849 512 2227 990 481 91 2899 716 3063 53 1204 382 1084 499
281,2289 2719 2708 844 831 827 1682 621 2366 651 1103 2235 1997 1995 683 1912 1891 1879 591 1819 2744 856 1106 1134 487 2963 490 3005 92 491 1330 1369 1492 2798 394 1406 964 1046 408 1335 1608 2828 2919 34 793 1805 1073 1385 2649 1237
282,139 1718 1911 2039 412 352 2323 277 2498 2719 921 115 2955 2985 88 60 3122 3 16 20 1555 2000 931 952 956 998 1048 1185 1189 805 1261 609 1554 1540 1475 1448 715 1299 1287 790 2342 1009 1020 2289 1084 128 1842 1650 592 2920
283,498 2748 2877 19 1115 916 913 2662 2882 2654 1339 2514 1486 3118 2492 390 2386 731 516 484 2118 2198 546 140 1922 463 2291 1771 1986 1753 427 58 841 2189 3030 637 101 497 1876 953 345 326 2017 1095 2165 2101 963 1272 1135 2203
284,1310 2942 93 465 1732 558 781 1331 1358 1394 297 3188 565 779 1294 559 174 1545 776 641 39 1852 2251 758 354 1041 82 268 375 53 1964 1078 394 666 404 415 983 1072 817 435 186 243 2034 680 279 3011 1127 487 1303 422
285,2151 473 591 262 716 705 2661 1185 1404 1535 1596 1220 1741 1800 309 1257 408 839 1178 2813 576 3174 449 35 1041 734 2248 2488 89 3169 414 1850 983 2871 51 139 93 1070 1106 6 1985 1377 417 604 1766 2587 1901 960 2483 82
286,1171 716 267 287 740 1918 2706 1238 99 347 348 2531 357 1165 1111 372 81 460 852 987 446 690 5 1682 2488 158 11 1803 217 1814 231 3160 259 22 137 1494 519 1554 1351 206 376 410 136 979 2072 61 2301 2512 2147 49
287,754 2222 497 380 939 1107 2302 2617 3030 198 1821 3063 1851 81 1489 1331 857 1448 2896 642 2352 727 427 2128 1304 2051 278 547 1110 437 1832 1709 2651 2525 716 2498 11 512 271 648 1533 88 2965 218 10 2383 738 1224 876 453
288,101 411 2488 516 548 1276 3011 2038 1658 35 1574 2180 2546 361 1982 716 2013 1967 681 49 337 432 569 1964 87 898 550 463 304 664 2119 1366 3129 2390 963 979 697 170 1908 2533 1235 1388 2582 422 1728 1550 1464 1876 139 302
289,11 1329 642 31 754 1542 4 1221 1185 1953 205 1243 2298 2765 707 1907 153 809 2867 2448 1497 2468 30 150 37 233 3101 2309 938 1740 738 94 2352 923 56 1358 54 1051 3006 405 2383 918 2227 1707 592 1563 1067 1069 230 67
290,4 278 348 198 979 1453 153 93 1907 690 2908 1947 1171 1426 122 1833 3185 997 35 1959 1106 27 1287 1428 1351 107 775 88 2047 1385 2253 1107 950 21 374 1070 2007 1474 2557 2750 273 213 639 191 543 762 171 156 38 59
291,2625 545 958 1288 1832 3096 1841 1192 300 645 2702 1110 443 1094 1068 890 118 590 888 6 5 1523 1510 1040 1131 1658 3106 266 139 2307 1739 38 176 1569 1035 1540 1622 2558 2352 2673 1568 1574 727 1628 1086 1679 2039 2342 448 2997
292,1106 4 1631 979 386 1077 408 139 173 107 6 170 1468 231 1431 382 516 36 1908 189 1107 404 16 698 250 415 2 302 723 49 98 598 3063 213 335 1346 449 1321 852 2161 2410 372 121 716 3056 1525 1472 377 442 546
293,206 2481 3058 2511 2526 2705 2982 161 2950 170 2896 191 2866 411 2767 232 2764 2753 2752 2725 338 3054 326 336 317 2121 712 63 684 3100 1994 2017 642 627 615 3075 592 366 2148 2176 539 2180 516 2271 2324 2382 3063 2390 418 2582
294,1827 2569 35 1059 107 2588 1415 979 1464 84 592 516 20 1813 427 9 1 61 191 4 206 257 63 161 1833 11 311 64 2176 77 69 650 1004 3197 7 411 1276 478 2897 1590 2612 567 649 1573 150 408 338 1399 1665 194
295,213 268 206 965 1303 841 768 1321 754 2677 232 1458 2752 4 222 82 1813 2767 2652 1740 87 1979 2654 61 2148 1554 981 1221 39 684 854 1337 2725 375 1418 956 88 386 1736 715 288 354 539 3125 271 2085 1319 1339 516 2158
296,2189 516 876 3054 3065 585 38 2896 2313 432 2056 428 2511 2394 2950 1771 1392 615 786 3030 551 1550 2654 305 1232 3149 3118 1671 1276 1728 208 549 2406 1078 2517 1164 1221 1605 1553 627 33 668 2410 1111 548 951 274 1004 2611 338
297,1401 2445 279 372 756 2458 2040 1042 21 513 1758 997 491 1679 1959 926 2988 610 3195 2867 716 349 1540 1707 579 1196 727 2289 330 282 2946 150 634 66 9 3048 1552 609 2607 1171 2094 1874 561 1448 533 1003 2979 870 2695 503
298,1068 122 491 1346 1015 1020 1255 99 888 442 1523 0 1162 1938 1879 2967 1925 1335 2 4 2844 1715 34 22 2289 3048 328 1727 400 437 43 279 93 2483 1687 1424 2821 528 1818 6 1734 370 1318 2558 3169 864 685 3046 1185 1450
299,2054 2376 970 1739 370 1906 86 1523 869 1814 1171 97 991 2694 1532 1925 912 21 211 1732 2005 243 279 0 2195 482 1394 554 934 1658 365 1709 2020 2362 361 903 2769 2515 103 1847 363 2885 79 621 421 2284 1892 3085 1851 2089
300,2445 2150 951 493 2830 886 1947 1328 21 948 3159 2636 2079 1709 3068 1744 1448 1965 909 1424 2946 83 2273 279 512 2523 2289 2999 1562 1679 1553 996 1790 1540 1658 775 1769 244 954 1834 69 1957 305 2115 1944 2233 603 1036 991 3198
301,1116 673 93 372 881 2369 2528 3026 382 1404 1122 185 1911 2719 580 342 374 1620 892 1741 898 874 34 2480 1009 2247 805 409 357 1262 1554 1037 2312 2850 2433 1749 1768 44 750 2890 222 2079 669 502 1102 324 1065 959 3063 2817
302,77 2440 290 765 156 273 928 997 87 1814 1176 2894 1535 1369 232 608 83 23 2654 1135 181 1366 1015 204 50 3193 2646 113 949 1082 2130 603 1439 2999 2930 1276 959 230 30 1 712 279 89 1833 27 1328 2135 2892 206 2896
303,85 865 2294 2292 2719 943 165 3061 2513 682 238 1035 383 354 761 1059 86 1964 2575 2411 21 543 1091 1511 435 1566 2387 357 744 382 205 881 11 98 106 0 565 1497 639 2741 720 22 709 838 3125 2375 694 67 3188 871
304,54 2877 200 1486 695 405 963 1176 2386 1577 796 2003 539 390 1235 3082 1775 2173 463 893 1771 2654 1922 1811 31 2572 638 633 113 523 618 27 420 501 3109 1836 305 754 278 2303 2136 810 2107 1339 1500 281 1401 731 1687 2257
305,21 315 2910 866 2607 2258 1229 1433 2813 900 1084 2090 143 1416 46 2190 1558 3168 85 1469 388 832 1742 23 3181 2115 554 844 1732 52 1987 2515 132 729 649 313 1782 983 1 427 314 610 528 64 2135 815 1447 2071 2865 985
306,1148 315 309 2285 145 405 448 327 142 669 152 78 938 2013 129 3069 90 411 382 374 857 1683 153 1868 915 495 357 3168 1844 1156 880 900 2294 409 2741 543 2625 1225 187 2848 1 622 1401 1520 2300 1588 503 1377 3042 2979
307,1732 64 44 1383 1229 1021 981 1831 230 1523 2174 1127 498 2933 1733 768 2054 2972 985 1683 495 868 448 313 2285 232 3168 1415 669 2523 2959 1839 1084 1439 3193 53 962 2910 1848 1904 1665 1124 2848 2824 2877 1899 894 2297 1004 2835
308,525 107 698 1576 86 876 2861 228 1034 898 1468 957 1550 115 3026 2652 408 191 1220 752 1402 179 352 1286 2342 461 1625 1642 2240 1921 2227 2836 838 2629 462 1196 33 12 1185 372 304 1777 985 2684 5 444 2 1745 2993 148
309,1598 478 93 1023 170 965 145 1623 2499 67 951 775 3107 1579 2875 768 262 1567 1363 142 582 1254 1274 185 1954 597 1189 1288 53 1170 1379 84 1318 2159 1116 2729 78 755 2501 885 1294 26 928 2741 1458 1984 90 389 2133 2840
310,1143 865 730 11 981 1356 763 21 723 715 2148 2229 288 435 93 1041 1239 682 544 1873 82 2008 1852 53 383 124 23 2147 67 291 1039 2 1799 784 2788 1870 870 175 315 2949 1414 684 1303 1567 881 868 64 59 674 1187
311,63 2543 3005 498 1753 2432 1525 358 2882 1412 1339 2695 1214 638 754 1553 339 592 326 1693 2146 2318 2628 748 775 2398 874 2466 790 1552 1143 1383 546 1872 1533 1342 1172 2202 3149 2519 2275 2797 2572 1676 2662 2094 21 392 1775 2646
312,59 543 2741 809 153 191 88 720 449 3185 2298 51 513 185 9 2557 1708 8 78 2392 151 1004 1574 1171 446 1220 642 2694 297 3 3098 2702 174 2785 2255 1395 2058 1419 2612 17 817 2243 511 938 2220 2994 12 2928 1833 1633
313,997 1250 197 922 949 1 2 44 1106 21 460 87 768 2345 94 1879 2867 331 850 11 1041 51 867 649 694 637 1148 1059 145 2082 635 1044 734 1110 129 43 324 26 763 36 448 891 309 248 156 1814 449 2309 349 268
314,1843 448 2108 549 682 1683 1166 2498 354 2167 1736 1586 1733 271 1674 1535 903 115 104 543 1732 2782 2946 1782 294 634 414 674 185 134 3018 23 2077 85 3119 1270 1908 1955 1904 2005 3063 1357 779 2417 1738 417 274 2813 44 2211
315,2603 650 694 707 528 512 759 499 828 856 3002 1329 1336 2939 2930 1813 2601 96 2450 2412 2289 87 2129 2082 183 2027 1908 210 1540 2100 3022 784 1555 1066 362 2408 1801 2307 2203 1573 1981 1900 3156 1682 21 305 1024 1251 637 2292
316,2946 2608 3063 115 903 2959 2412 484 1425 1417 546 2754 1687 2515 2823 497 76 2607 1448 962 1533 172 10 2824 1176 1788 2054 2574 2190 1331 1234 1036 2897 2230 1373 3069 886 463 511 2617 2514 877 2125 1045 2173 2281 1986 1540 1304 716
317,1236 747 2336 641 315 93 1598 1912 1035 243 1936 151 102 58 1318 2116 709 693 205 2001 3107 168 94 34 1415 3061 125 1030 354 1274 394 1682 2979 1257 2152 347 2528 1091 346 452 253 716 1065 11 1148 2098 2135 1358 4 106
318,484 199 1573 1572 1533 1500 1469 1399 748 409 378 427 436 1659 358 356 355 523 538 540 546 561 599 607 1176 2126 2545 2530 2506 87 2318 2271 2270 2258 113 2148 124 225 2041 2017 2003 1922 1899 1895 1893 1876 1833 1775 1703 1243
319,2497 1488 2706 1051 916 271 2100 637 2352 1586 962 2702 936 1856 1207 1834 507 1683 759 2908 2287 512 2035 1448 1489 1386 319 453 1086 2203 278 2417 1234 1907 1730 94 335 229 438 595 888 2489 639 2960 2887 3104 137 2214 1171 76
320,512 329 2997 36 599 528 1576 1582 2901 2555 2162 1445 2341 2840 411 65 1451 1021 2607 2173 62 1075 87 1014 1908 354 1564 2145 253 1526 2196 638 2562 2882 1109 707 1459 861 1250 2238 3071 3182 1965 2630 1191 76 2793 1798 403 3020
321,1380 1558 765 1439 76 1732 1124 1255 1383 268 635 366 1459 1149 2423 562 733 2440 1087 1074 2813 1210 2859 122 1317 2108 2674 784 1554 1725 2581 298 1959 1633 473 564 903 2820 1819 2065 279 674 1448 1457 1373 2384 2147 1202 50 1650
322,734 1084 1171 2994 1287 936 926 1339 279 3036 1936 621 3185 3160 536 2115 174 2737 3182 107 922 284 171 896 1717 2812 2611 358 1237 0 2801 330 970 949 21 908 1043 1111 1892 499 127 297 1258 2769 175 2114 1072 242 1579 1065
323,649 382 387 2278 959 1558 2312 502 1116 805 85 145 142 388 2719 46 460 602 2331 1611 915 750 67 1018 3069 412 1251 1009 2526 2667 2515 1617 3108 314 604 2129 1492 990 1764 2899 2368 641 2817 1963 1185 1554 234 127 413 279
324,2440 2278 876 56 2056 283 279 1554 230 1680 740 33 124 800 206 38 47 152 2622 87 411 4 1971 2394 2752 11 539 902 432 909 1160 2846 1001 422 1991 546 915 384 1647 931 798 40 1386 897 3081 1209 1464 213 2887 1724
